Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,30/12/2019,00:15,64357,63200,64000,176,41,3025,49184,3495,0,10193,-256,802,-2423,28,,,,,,1,24,151,-1,2357,668,1,6376,3257,560,211,343,248
France,Données temps réel,30/12/2019,00:30,62989,62300,63000,176,45,2839,49101,3445,0,8952,-276,798,-2208,27,-1565,-3000,-154,-2568,5192,1,24,151,0,2357,481,1,6355,2512,85,209,341,248
France,Données temps réel,30/12/2019,00:45,61578,61250,62000,177,46,2904,49335,3337,0,8195,-1105,799,-2231,28,,,,,,2,24,151,-2,2357,548,1,6189,2006,0,210,341,248
France,Données temps réel,30/12/2019,01:00,61015,60200,61000,176,42,2857,48900,3261,0,8117,-1105,799,-2149,28,-1565,-2974,339,-2064,5053,1,24,151,0,2357,499,1,6287,1828,2,210,341,248
France,Données temps réel,30/12/2019,01:15,61278,60450,61250,176,45,2539,48895,3183,0,7987,-1400,800,-1064,26,,,,,,1,24,151,-1,2358,181,1,6242,1745,0,210,342,248
France,Données temps réel,30/12/2019,01:30,60761,60700,61500,176,42,2559,49047,3148,0,7996,-1993,796,-1131,27,-1565,-2974,339,-2064,5053,1,24,151,0,2358,200,1,6278,1718,0,208,340,248
France,Données temps réel,30/12/2019,01:45,61055,60500,61400,176,45,2553,49179,3129,0,8059,-1993,797,-1004,26,,,,,,1,24,151,0,2348,204,1,6289,1770,0,208,341,248
France,Données temps réel,30/12/2019,02:00,60566,60300,61300,177,45,2557,48881,3057,0,8053,-1991,797,-1129,27,-1605,-2868,1095,-2413,5341,2,24,151,-1,2343,214,1,6335,1718,0,207,342,248
France,Données temps réel,30/12/2019,02:15,61202,59900,60700,176,46,2597,48950,3024,0,8278,-2636,799,-154,27,,,,,,1,24,151,0,2383,213,1,6315,1963,0,210,341,248
France,Données temps réel,30/12/2019,02:30,60059,59500,60100,176,42,2595,48565,2989,0,8083,-2656,796,-648,27,-1605,-2868,1095,-2413,5341,1,24,151,0,2381,213,1,6305,1778,0,209,339,248
France,Données temps réel,30/12/2019,02:45,59241,58650,59350,175,46,2598,48317,2911,0,7885,-3275,796,-337,28,,,,,,1,24,150,-1,2380,218,1,6371,1514,0,207,341,248
France,Données temps réel,30/12/2019,03:00,58682,57800,58600,177,42,2591,47994,2903,0,7863,-3289,799,-521,28,-1605,-3000,743,-2275,4721,2,24,151,-1,2377,214,1,6355,1508,0,209,342,248
France,Données temps réel,30/12/2019,03:15,58395,57300,58200,177,41,2593,48384,2887,0,7821,-3287,799,-1140,28,,,,,,2,24,151,0,2379,213,1,6326,1495,0,209,342,248
France,Données temps réel,30/12/2019,03:30,57824,56800,57800,177,45,2595,47999,2918,0,7788,-3434,798,-1181,28,-1605,-3000,743,-2275,4721,2,24,151,0,2382,212,1,6303,1485,0,209,341,248
France,Données temps réel,30/12/2019,03:45,57399,56450,57400,176,45,2593,48007,2805,0,7681,-3594,799,-1238,28,,,,,,1,24,151,0,2378,214,1,6236,1445,0,209,342,248
France,Données temps réel,30/12/2019,04:00,57119,56100,57000,176,45,2591,47847,2807,0,7662,-3595,800,-1331,28,-1605,-3000,716,-2160,4756,1,24,151,-1,2381,210,1,6221,1441,0,210,342,248
France,Données temps réel,30/12/2019,04:15,57093,56050,56950,177,45,2584,47909,2826,0,7620,-3587,798,-1397,28,,,,,,2,24,151,-1,2379,205,1,6160,1460,0,209,341,248
France,Données temps réel,30/12/2019,04:30,56879,56000,56900,176,41,2594,47906,2801,0,7633,-3587,801,-1605,28,-1605,-3000,716,-2160,4756,1,24,151,0,2380,213,1,6188,1445,0,209,344,248
France,Données temps réel,30/12/2019,04:45,56980,56400,57350,176,45,2592,47877,2724,0,7601,-3569,803,-1388,29,,,,,,1,24,151,-1,2382,210,1,6156,1445,0,209,346,248
France,Données temps réel,30/12/2019,05:00,57422,56800,57800,176,43,2617,47751,2626,0,7630,-3571,800,-769,29,-1605,-3000,821,-1613,5520,1,24,151,0,2380,236,1,6150,1480,0,208,344,248
France,Données temps réel,30/12/2019,05:15,58480,57400,58300,177,45,2535,48094,2567,0,7762,-3568,799,-52,28,,,,,,1,25,151,0,2378,156,1,6183,1579,0,209,342,248
France,Données temps réel,30/12/2019,05:30,58746,58000,58800,178,43,2535,48356,2561,0,7743,-3566,798,-22,28,-1605,-3000,821,-1613,5492,2,25,151,0,2383,151,1,6157,1586,0,208,342,248
France,Données temps réel,30/12/2019,05:45,59388,58750,59600,178,45,2531,48539,2586,0,8113,-3361,798,-166,27,,,,,,2,25,151,-1,2379,152,1,6140,1973,0,207,343,248
France,Données temps réel,30/12/2019,06:00,60066,59500,60400,176,45,2586,48751,2606,0,8212,-3373,802,141,28,-1328,-988,-1593,-1460,5629,0,25,151,0,2392,193,1,6077,2135,0,210,344,248
France,Données temps réel,30/12/2019,06:15,61554,60400,61300,177,45,2647,48942,2585,0,8545,-2102,797,-202,27,,,,,,2,25,150,0,2408,238,1,6222,2323,0,207,342,248
France,Données temps réel,30/12/2019,06:30,62211,61300,62200,178,45,2708,48406,2583,0,8493,-989,795,-128,27,-1328,-988,-1593,-1460,5629,2,25,151,0,2404,303,1,6189,2303,1,207,340,248
France,Données temps réel,30/12/2019,06:45,62892,62200,63000,178,45,2803,48823,2491,0,8645,-988,796,-24,28,,,,,,2,25,151,0,2409,393,1,6236,2406,3,207,341,248
France,Données temps réel,30/12/2019,07:00,63795,63100,63800,177,45,3320,48993,2464,0,8963,-988,798,-94,31,-1442,-1837,-1857,-2099,6749,1,25,151,0,2406,913,1,6399,2563,1,208,342,248
France,Données temps réel,30/12/2019,07:15,64997,64000,64950,175,45,3714,48831,2486,0,9602,-20,798,-753,33,,,,,,0,25,150,-1,2404,1310,1,6437,2747,418,208,342,248
France,Données temps réel,30/12/2019,07:30,66071,64900,66100,328,45,3904,49233,2501,0,9966,-21,796,-803,35,-1442,-1837,-1857,-2099,6749,152,25,151,0,2408,1495,1,6491,3000,475,206,342,248
France,Données temps réel,30/12/2019,07:45,66885,65800,66950,645,44,4437,49240,2410,0,9922,-9,800,-725,42,,,,,,469,25,151,-1,2408,2029,1,6561,2950,411,210,342,248
France,Données temps réel,30/12/2019,08:00,67844,66700,67800,647,41,4867,49284,2344,122,10201,-9,798,-451,44,-1344,-2345,-1350,-1741,6308,471,25,151,0,2409,2457,1,6520,3208,473,208,342,248
France,Données temps réel,30/12/2019,08:15,68119,67150,68500,643,45,5068,49338,2349,150,10494,-8,792,-752,45,,,,,,469,24,150,-1,2410,2658,1,6582,3224,688,203,341,248
France,Données temps réel,30/12/2019,08:30,68619,67600,69200,644,45,5247,49358,2321,177,10882,-9,795,-841,45,-1344,-2345,-1350,-1741,6308,470,24,150,-1,2416,2831,1,6669,3310,903,202,345,248
France,Données temps réel,30/12/2019,08:45,69385,67900,69650,176,45,5372,49311,2333,215,11598,-8,794,-451,41,,,,,,2,24,150,0,2411,2960,1,6740,3441,1417,204,342,248
France,Données temps réel,30/12/2019,09:00,70095,68200,70100,177,41,5668,49282,2284,287,11954,-9,794,-383,42,-1966,-3088,-667,-1589,6554,2,24,151,0,2416,3251,1,6726,3501,1727,202,344,248
France,Données temps réel,30/12/2019,09:15,70855,68650,70800,177,45,5684,49082,2266,507,13197,-8,791,-886,42,,,,,,1,25,151,0,2411,3272,1,6763,3910,2524,199,344,248
France,Données temps réel,30/12/2019,09:30,71184,69100,71500,177,46,5609,49122,2238,768,13586,-16,787,-1133,41,-1966,-3088,-667,-1589,6554,2,25,150,0,2411,3197,1,6903,4269,2414,198,341,248
France,Données temps réel,30/12/2019,09:45,71402,69400,71500,178,44,5606,49238,2207,1056,13465,-54,788,-1126,41,,,,,,2,25,151,-1,2411,3195,1,7007,4190,2268,198,342,248
France,Données temps réel,30/12/2019,10:00,71376,69700,71500,185,44,5636,49289,2154,1377,13314,-62,786,-1347,41,-2000,-2887,60,-1959,5646,10,25,150,-7,2410,3232,1,7068,4101,2145,197,341,248
France,Données temps réel,30/12/2019,10:15,71267,69650,71150,1065,40,5695,49216,2087,1733,12610,-69,787,-1897,50,,,,,,890,25,150,165,2396,3133,1,7063,3870,1677,197,342,248
France,Données temps réel,30/12/2019,10:30,70891,69600,70800,1101,43,5829,49443,2010,2083,11100,-71,790,-1437,52,-2000,-2887,60,-1959,5646,926,25,150,266,2399,3163,1,7059,2907,1134,196,346,248
France,Données temps réel,30/12/2019,10:45,70652,69350,70550,1098,44,5739,49462,1918,2381,10847,-68,789,-1558,51,,,,,,922,25,151,259,2395,3084,1,6938,2796,1113,196,345,248
France,Données temps réel,30/12/2019,11:00,70341,69100,70300,1088,44,5725,49520,1801,2692,10139,-69,791,-1390,52,-1373,-2901,310,-1523,4876,912,25,151,256,2400,3068,1,6900,2586,653,197,346,248
France,Données temps réel,30/12/2019,11:15,70106,69050,70150,1096,44,5724,49642,1781,2971,9744,-67,788,-1617,52,,,,,,920,25,151,262,2383,3078,1,6706,2511,527,199,341,248
France,Données temps réel,30/12/2019,11:30,69969,69000,70000,834,44,5557,49569,1676,3197,9327,-65,788,-958,48,-1373,-2901,310,-1523,4876,658,25,151,257,2383,2916,1,6637,2176,514,198,342,248
France,Données temps réel,30/12/2019,11:45,69810,69250,70100,794,43,5292,49460,1548,3407,9514,-14,789,-1023,46,,,,,,618,25,151,262,2379,2650,1,6635,2313,566,199,342,248
France,Données temps réel,30/12/2019,12:00,70123,69500,70200,791,40,5286,49445,1513,3623,9401,-13,789,-752,46,-1595,-2457,-1044,-2163,6318,615,25,151,257,2383,2645,1,6541,2306,554,197,344,248
France,Données temps réel,30/12/2019,12:15,69868,69300,69850,798,44,5294,49443,1489,3719,9948,-13,788,-1642,46,,,,,,622,25,151,258,2366,2669,1,6778,2561,609,198,342,248
France,Données temps réel,30/12/2019,12:30,69864,69100,69500,796,44,5211,49310,1444,3770,10102,-14,787,-1586,46,-1595,-2457,-1044,-2163,6318,620,25,151,255,2366,2589,1,6789,2814,499,198,341,248
France,Données temps réel,30/12/2019,12:45,70551,69550,70150,421,45,5155,49579,1421,3815,10406,-14,788,-1065,41,,,,,,245,25,151,35,2361,2758,1,6724,3056,626,198,342,248
France,Données temps réel,30/12/2019,13:00,69356,70000,70800,177,40,5090,49616,1379,3862,10436,-13,790,-2021,38,-1850,-3299,-1308,-2924,6715,1,25,151,-1,2363,2727,1,6697,3050,689,199,343,248
France,Données temps réel,30/12/2019,13:15,68543,68500,69000,178,39,5110,49718,1329,3843,10576,-13,789,-3026,38,,,,,,2,25,151,-1,2348,2762,1,6721,2927,928,199,342,248
France,Données temps réel,30/12/2019,13:30,67488,67000,67200,176,46,4980,49593,1228,3797,10014,-14,788,-3120,38,-1850,-3299,-1308,-2924,6715,0,25,151,-1,2343,2637,1,6671,2780,563,198,342,248
France,Données temps réel,30/12/2019,13:45,66749,66450,66700,176,41,4920,49507,1166,3734,9546,-13,790,-3118,38,,,,,,1,25,150,-1,2348,2572,1,6492,2439,615,199,343,248
France,Données temps réel,30/12/2019,14:00,66026,65900,66200,177,45,4857,49337,1125,3581,9361,-14,790,-3233,38,-1701,-2995,-1707,-3029,5685,1,25,151,0,2342,2514,1,6438,2437,486,199,343,248
France,Données temps réel,30/12/2019,14:15,65486,65600,66000,178,41,5018,49773,1082,3398,9068,-16,789,-3845,39,,,,,,2,25,151,0,2332,2685,1,6318,2227,523,197,344,248
France,Données temps réel,30/12/2019,14:30,64579,65300,65800,177,43,4974,49765,1020,3192,8890,-21,792,-4253,39,-1701,-2995,-1707,-3028,5385,1,25,151,-1,2338,2636,1,6302,2153,435,198,346,248
France,Données temps réel,30/12/2019,14:45,63661,64050,64650,177,42,4934,49749,969,2969,8575,-13,793,-4534,39,,,,,,1,25,151,-1,2338,2596,1,6173,2023,379,199,346,248
France,Données temps réel,30/12/2019,15:00,62944,62800,63500,178,45,4917,49676,998,2696,8397,-13,788,-4738,39,-1701,-2554,-2045,-3029,3787,2,25,151,-1,2336,2581,1,6139,1962,296,198,342,248
France,Données temps réel,30/12/2019,15:15,62486,62300,63050,178,44,5023,49775,968,2350,8837,-14,787,-5462,40,,,,,,2,25,151,0,2336,2686,1,6143,2164,530,198,341,248
France,Données temps réel,30/12/2019,15:30,61938,61800,62600,178,44,5011,49776,1004,1982,8940,-13,786,-5770,40,-1701,-2554,-2045,-3029,3434,2,25,151,0,2337,2673,1,6176,2181,583,196,342,248
France,Données temps réel,30/12/2019,15:45,61523,61400,62300,178,44,5025,49746,1056,1551,9097,-13,790,-5951,40,,,,,,2,25,151,-1,2335,2690,1,6198,2295,604,200,342,248
France,Données temps réel,30/12/2019,16:00,61476,61000,62000,177,44,5015,49747,1054,1187,9233,-14,790,-5757,40,-2000,-2596,-2611,-3029,3925,1,25,151,-1,2336,2679,1,6253,2380,600,199,343,248
France,Données temps réel,30/12/2019,16:15,61299,61350,62350,178,44,5000,49832,1081,880,9704,-12,790,-6198,40,,,,,,2,25,151,-1,2336,2664,1,6365,2591,748,198,344,248
France,Données temps réel,30/12/2019,16:30,61488,61700,62700,178,43,5049,49850,1154,630,9782,-13,790,-5975,40,-2000,-2596,-2611,-3029,3696,2,25,151,0,2340,2708,1,6356,2661,765,200,342,248
France,Données temps réel,30/12/2019,16:45,61862,62350,63350,177,45,5170,49787,1200,377,10402,-14,790,-6072,41,,,,,,1,25,151,0,2338,2831,1,6442,2927,1033,199,343,248
France,Données temps réel,30/12/2019,17:00,62798,63000,64000,178,44,5244,49777,1286,204,10836,-13,790,-5548,41,-2000,-1756,-2675,-2948,5035,2,25,151,-1,2336,2908,1,6457,3111,1268,201,341,248
France,Données temps réel,30/12/2019,17:15,64375,64500,65550,178,43,5510,49614,1329,151,11042,-13,790,-4269,42,,,,,,2,25,151,-1,2351,3159,1,6550,3116,1376,200,342,248
France,Données temps réel,30/12/2019,17:30,66140,66000,67100,177,44,5813,49701,1430,138,12117,-14,788,-4054,43,-2000,-1756,-2675,-2948,5035,1,25,151,-2,2350,3464,1,6514,3525,2078,201,339,248
France,Données temps réel,30/12/2019,17:45,67549,67300,68400,178,43,5811,49759,1479,0,13686,-14,793,-4313,42,,,,,,2,25,151,0,2349,3461,1,6655,4105,2926,198,347,248
France,Données temps réel,30/12/2019,18:00,68707,68600,69700,178,43,5833,49655,1562,0,13739,-13,790,-3203,42,-2000,-3356,-1690,-2049,7085,2,25,151,-1,2351,3482,1,6651,4152,2936,199,343,248
France,Données temps réel,30/12/2019,18:15,69952,69250,70350,177,44,5790,49526,1615,0,14389,-14,791,-2485,42,,,,,,1,25,151,0,2364,3425,1,6868,4500,3021,200,343,248
France,Données temps réel,30/12/2019,18:30,70496,69900,71000,178,40,5653,49382,1644,0,15333,-13,789,-2631,40,-2000,-3356,-1690,-2049,7085,2,25,151,0,2357,3295,1,6993,4682,3658,198,343,248
France,Données temps réel,30/12/2019,18:45,71407,70450,71550,178,43,5671,49462,1681,0,15591,-14,790,-2116,40,,,,,,2,25,151,0,2365,3305,1,7071,4856,3664,198,344,248
France,Données temps réel,30/12/2019,19:00,72072,71000,72100,177,44,5792,49651,1699,0,15943,-14,795,-2133,41,-2000,-3400,-769,-1491,6005,2,25,150,-1,2365,3427,1,7085,4996,3862,200,347,248
France,Données temps réel,30/12/2019,19:15,71935,70750,71850,178,44,5732,49493,1727,0,15683,-14,792,-1814,41,,,,,,2,25,151,0,2375,3356,1,7094,4871,3718,199,345,248
France,Données temps réel,30/12/2019,19:30,71698,70500,71600,177,40,5680,49631,1757,0,15425,-13,795,-1911,40,-2000,-3400,-769,-1491,6005,1,25,151,-1,2372,3308,1,7153,4754,3518,201,346,248
France,Données temps réel,30/12/2019,19:45,70907,69700,70800,177,41,5616,49616,1816,0,14769,-14,789,-2015,40,,,,,,1,25,151,-1,2375,3241,1,7147,4531,3091,199,342,248
France,Données temps réel,30/12/2019,20:00,70625,68900,70000,178,45,5564,49628,1871,0,14707,-13,790,-2263,40,-2000,-3400,-2850,-2562,7418,2,25,151,0,2376,3187,1,7170,4462,3075,199,343,248
France,Données temps réel,30/12/2019,20:15,69462,67850,68950,178,41,5731,49804,1914,0,14328,-14,791,-3430,41,,,,,,2,25,151,0,2380,3350,1,7067,4293,2968,201,342,248
France,Données temps réel,30/12/2019,20:30,68349,66800,67900,178,45,5723,49740,1951,0,13643,-13,792,-3827,42,-2000,-3400,-2850,-2562,7418,2,25,151,0,2381,3341,1,7070,4088,2485,201,343,248
France,Données temps réel,30/12/2019,20:45,67712,66000,67150,177,45,5646,49723,1996,0,12891,-13,791,-3659,42,,,,,,1,25,151,-1,2380,3266,1,7033,3847,2011,199,344,248
France,Données temps réel,30/12/2019,21:00,67210,65200,66400,178,44,5599,49663,2061,0,12548,-13,790,-3781,41,-2000,-3400,-3136,-3029,7501,2,25,151,-1,2379,3220,1,7011,3712,1825,199,343,248
France,Données temps réel,30/12/2019,21:15,66524,64550,65750,177,44,5780,49916,2064,0,12098,-13,788,-4447,43,,,,,,1,25,151,-1,2385,3395,1,6784,3614,1700,199,341,248
France,Données temps réel,30/12/2019,21:30,65746,63900,65100,177,41,5618,49774,2029,0,11474,-13,788,-4260,42,-2000,-3400,-3136,-3029,7513,1,25,151,-1,2379,3239,1,6743,3210,1521,200,340,248
France,Données temps réel,30/12/2019,21:45,65321,63300,64500,177,44,5716,49871,2021,0,10919,-31,791,-4309,43,,,,,,1,25,151,-1,2383,3333,1,6636,3136,1147,200,343,248
France,Données temps réel,30/12/2019,22:00,65144,62700,63900,178,44,5582,49725,1942,0,10528,-50,792,-3715,43,-2000,-3398,-2556,-3047,8578,2,25,151,-1,2385,3197,1,6663,3005,860,200,344,248
France,Données temps réel,30/12/2019,22:15,65349,63600,64800,178,45,5446,49677,1920,0,10105,-66,787,-2866,42,,,,,,2,25,151,-1,2387,3059,1,6584,2844,677,197,342,248
France,Données temps réel,30/12/2019,22:30,66420,64500,65700,177,45,5450,49696,1905,0,10903,-63,787,-2597,42,-2000,-3398,-2556,-3047,8578,1,25,151,-1,2387,3063,1,6596,3325,982,199,340,248
France,Données temps réel,30/12/2019,22:45,69191,65750,66950,176,41,5720,49887,1795,0,13054,-65,789,-2324,42,,,,,,0,25,151,-1,2383,3337,1,6647,4191,2216,200,341,248
France,Données temps réel,30/12/2019,23:00,68598,67000,68200,178,41,5646,49914,1678,0,12705,-64,791,-2409,42,-2000,-2928,-1087,-2965,7389,2,25,151,-1,2389,3257,1,6688,4086,1931,200,343,248
France,Données temps réel,30/12/2019,23:15,68152,66250,67650,178,44,5482,49820,1615,0,11965,-65,791,-1798,41,,,,,,2,25,151,0,2388,3093,1,6587,3679,1699,199,344,248
France,Données temps réel,30/12/2019,23:30,67940,65500,67100,178,41,5454,49879,1601,0,11394,-62,794,-1456,41,-2000,-2928,-1087,-2965,7527,2,25,151,-1,2392,3062,1,6557,3038,1799,201,345,248
France,Données temps réel,30/12/2019,23:45,68503,66200,67000,177,44,5623,49988,1510,0,11409,-62,795,-1095,42,,,,,,1,25,151,-1,2388,3235,1,6520,3189,1700,203,344,248
France,Données temps réel,31/12/2019,00:00,67875,66900,67900,176,44,5552,49750,1462,0,11125,-62,794,-1080,42,-1802,-1945,-1013,-2212,6556,0,25,151,-1,2392,3160,1,6448,3120,1557,203,343,248
France,Données temps réel,31/12/2019,00:15,66982,65950,66750,178,44,5201,49882,1398,0,10152,-94,795,-686,41,,,,,,2,25,151,0,2399,2801,1,6274,3145,733,203,344,248
France,Données temps réel,31/12/2019,00:30,65657,65000,65600,178,45,4944,49889,1383,0,8987,-93,796,-589,40,-1802,-1945,-1013,-2212,6556,2,25,151,0,2406,2537,1,6267,2334,386,206,342,248
France,Données temps réel,31/12/2019,00:45,64177,63950,64650,177,44,4673,49509,1324,0,8271,-94,795,-639,39,,,,,,1,25,151,0,2405,2267,1,6070,1930,271,203,344,248
France,Données temps réel,31/12/2019,01:00,63670,62900,63700,178,44,4723,49720,1269,0,8000,-510,797,-668,40,-1802,-1005,-1155,-2794,6009,2,25,151,0,2405,2317,1,6041,1874,85,204,345,248
France,Données temps réel,31/12/2019,01:15,63762,63150,63900,176,45,4682,49951,1222,0,7737,-522,796,-444,40,,,,,,1,25,150,-1,2406,2276,1,5802,1934,1,203,345,248
France,Données temps réel,31/12/2019,01:30,63249,63400,64100,177,45,4686,49909,1150,0,7655,-522,796,-766,40,-1802,-1005,-1155,-2794,6159,1,25,151,0,2404,2281,1,5777,1877,1,204,344,248
France,Données temps réel,31/12/2019,01:45,63295,63200,63900,177,41,4669,49783,1123,0,7962,-528,796,-842,40,,,,,,1,25,151,0,2406,2262,1,5800,2160,2,204,344,248
France,Données temps réel,31/12/2019,02:00,62936,63000,63700,176,45,4578,49259,1124,0,7982,-528,796,-613,39,-1802,-227,-484,-2980,6264,1,25,150,0,2410,2167,1,5790,2190,2,206,342,248
France,Données temps réel,31/12/2019,02:15,63225,62350,62900,178,45,4519,49247,1079,0,7947,-1244,801,534,40,,,,,,2,25,151,0,2409,2109,1,5812,2134,1,207,346,248
France,Données temps réel,31/12/2019,02:30,62146,61700,62100,178,45,4543,49377,1089,0,7993,-2333,801,340,40,-1802,-227,-484,-2980,6264,2,25,151,-1,2411,2132,1,5808,2185,0,207,346,248
France,Données temps réel,31/12/2019,02:45,61359,60750,61350,176,42,4511,49153,1097,0,7749,-2983,802,700,41,,,,,,1,25,150,0,2413,2097,1,5754,1995,0,207,347,248
France,Données temps réel,31/12/2019,03:00,60583,59800,60600,177,45,4493,48994,1087,0,7772,-2985,803,88,41,-1802,-356,-696,-2961,4718,1,25,151,0,2410,2082,1,5825,1947,0,207,348,248
France,Données temps réel,31/12/2019,03:15,60344,59300,60200,178,45,4729,49751,1140,0,7982,-2983,804,-1415,42,,,,,,2,25,151,-1,2414,2315,1,5854,2128,0,207,349,248
France,Données temps réel,31/12/2019,03:30,59833,58800,59800,178,45,4702,49609,1152,0,7385,-2985,804,-1166,42,-1802,-356,-696,-2961,4718,2,25,151,-1,2415,2287,1,5846,1539,0,207,349,248
France,Données temps réel,31/12/2019,03:45,59324,58500,59350,178,45,4661,49785,1155,0,7375,-3403,800,-1383,42,,,,,,2,25,151,0,2409,2251,1,5843,1532,0,204,348,248
France,Données temps réel,31/12/2019,04:00,58939,58200,58900,177,45,4767,49213,1192,0,7364,-3410,802,-1324,43,-1802,23,-1536,-2880,4655,1,25,151,0,2411,2355,1,5864,1500,0,207,347,248
France,Données temps réel,31/12/2019,04:15,58908,58050,58800,178,45,4498,49578,1144,0,7514,-3397,802,-1568,41,,,,,,2,25,151,0,2413,2084,1,5922,1592,0,208,346,248
France,Données temps réel,31/12/2019,04:30,58804,57900,58700,178,42,4516,49547,1179,0,7519,-3385,804,-1707,41,-1802,23,-1536,-2880,4654,2,25,151,0,2415,2100,1,5907,1612,0,209,347,248
France,Données temps réel,31/12/2019,04:45,58723,58200,59000,178,45,4509,49499,1181,0,7489,-3395,801,-1699,41,,,,,,2,25,151,0,2413,2095,1,5877,1612,0,207,346,248
France,Données temps réel,31/12/2019,05:00,59124,58500,59300,177,45,4466,49607,1161,0,7522,-3395,804,-1376,41,-1802,964,-1777,-2572,4495,1,25,151,-1,2412,2054,1,5879,1643,0,207,349,248
France,Données temps réel,31/12/2019,05:15,60069,59050,59850,176,45,4765,49462,1123,0,7661,-2905,804,-1174,42,,,,,,1,24,151,0,2419,2345,1,5905,1756,0,208,348,248
France,Données temps réel,31/12/2019,05:30,60404,59600,60400,177,45,4864,49826,1125,0,7654,-2904,802,-1300,43,-1802,964,-1777,-2572,4488,2,24,151,-1,2413,2451,1,5880,1774,0,209,345,248
France,Données temps réel,31/12/2019,05:45,60809,60150,60850,177,45,4915,50101,1122,0,7937,-2898,800,-1506,43,,,,,,2,24,151,-1,2419,2496,1,5916,1865,156,209,343,248
France,Données temps réel,31/12/2019,06:00,61317,60700,61300,175,45,4925,50047,1148,0,7872,-2906,802,-905,43,-1802,-141,-2270,-2590,5643,0,24,151,-1,2413,2512,1,5860,1862,150,210,344,248
France,Données temps réel,31/12/2019,06:15,63075,61850,62400,177,45,5116,50059,1157,0,8350,-579,801,-2168,42,,,,,,2,24,151,-1,2418,2698,1,5937,2260,153,208,345,248
France,Données temps réel,31/12/2019,06:30,63460,63000,63500,177,45,5107,49879,1144,0,8297,-579,804,-1524,42,-1802,-141,-2270,-2590,5542,2,24,151,-1,2416,2691,1,5930,2129,238,210,346,248
France,Données temps réel,31/12/2019,06:45,64238,63850,64400,177,44,5247,50288,1156,0,8519,-567,802,-1542,43,,,,,,2,24,151,-1,2414,2833,1,5978,2234,307,207,347,248
France,Données temps réel,31/12/2019,07:00,65280,64700,65300,174,43,5305,50155,1127,0,8750,-567,805,-625,43,-2000,297,-2595,-2264,6653,-1,24,151,0,2412,2892,1,6031,2412,307,208,349,248
France,Données temps réel,31/12/2019,07:15,66181,65650,66250,176,45,5304,50415,1186,0,8946,-222,802,-584,42,,,,,,2,24,150,-1,2420,2884,1,6149,2471,326,208,346,248
France,Données temps réel,31/12/2019,07:30,67143,66600,67200,176,45,5456,50389,1229,0,9365,-8,801,-426,43,-2000,297,-2595,-2264,6653,1,24,151,0,2420,3035,1,6277,2659,429,209,344,248
France,Données temps réel,31/12/2019,07:45,67822,67550,68000,177,44,5986,50525,1224,0,9602,-8,804,-648,45,,,,,,2,24,151,0,2420,3565,1,6308,2863,431,209,347,248
France,Données temps réel,31/12/2019,08:00,68890,68500,68800,176,41,6251,50398,1248,117,9769,-9,802,97,47,-1818,-57,-2585,-2142,7715,1,24,151,-1,2419,3832,1,6454,2896,419,208,346,248
France,Données temps réel,31/12/2019,08:15,69099,68900,69250,174,43,6331,50335,1210,145,9749,-8,802,318,47,,,,,,0,24,150,-1,2413,3918,1,6571,2908,270,206,348,248
France,Données temps réel,31/12/2019,08:30,69737,69300,69700,177,44,6541,50403,1218,169,9959,-8,804,430,48,-1818,-57,-2585,-2142,7431,2,24,151,0,2417,4123,1,6555,2911,493,207,349,248
France,Données temps réel,31/12/2019,08:45,70299,69650,70100,176,39,6989,50513,1230,209,10376,-9,802,-26,50,,,,,,2,24,150,0,2416,4572,1,6620,3076,680,206,348,248
France,Données temps réel,31/12/2019,09:00,70542,70000,70500,177,43,7058,50493,1227,285,10735,-9,806,-273,50,-1853,-955,-2395,-1826,6339,2,24,151,0,2417,4640,1,6656,3063,1016,210,348,248
France,Données temps réel,31/12/2019,09:15,71217,70400,71000,177,45,7517,50090,1177,471,11623,-9,807,-681,52,,,,,,2,24,151,-1,2414,5103,1,6657,3438,1528,210,349,248
France,Données temps réel,31/12/2019,09:30,71489,70800,71500,176,41,7618,50121,1175,717,11830,-9,807,-987,53,-1853,-955,-2395,-1826,6476,1,24,151,-1,2413,5205,1,6637,3511,1682,209,350,248
France,Données temps réel,31/12/2019,09:45,71829,71050,71700,177,45,7660,50063,1203,991,11703,-9,805,-809,53,,,,,,2,24,151,-1,2413,5247,1,6631,3462,1610,207,350,248
France,Données temps réel,31/12/2019,10:00,72049,71300,71900,177,44,7592,50056,1185,1259,11883,-27,803,-923,52,-2000,-1390,-1891,-1649,5754,2,24,151,-1,2414,5178,1,6630,3664,1589,206,349,248
