Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,01/12/2019,00:00,60458,62100,60500,203,51,6742,40906,5614,0,8590,-608,796,-1971,56,-2000,-1214,-1873,-2815,5304,2,23,178,-1,2494,4248,1,6240,2275,75,220,329,247
France,Données temps réel,01/12/2019,00:15,60164,61250,59600,190,52,6834,41272,5318,0,8368,-652,796,-2146,56,,,,,,2,24,164,0,2472,4361,1,6178,2114,76,218,331,247
France,Données temps réel,01/12/2019,00:30,58729,60400,58700,189,51,6697,41065,5103,0,8201,-652,791,-2848,56,-2000,-1214,-1873,-2815,5354,1,24,164,-2,2476,4222,1,6138,1988,75,215,329,247
France,Données temps réel,01/12/2019,00:45,56802,59150,57600,177,53,6658,40986,4834,0,7852,-1910,786,-2768,57,,,,,,2,24,151,-2,2465,4194,1,6073,1704,75,211,328,247
France,Données temps réel,01/12/2019,01:00,56202,57900,56500,177,53,6564,40749,4872,0,7786,-1916,792,-3012,57,-2000,335,-1873,-2585,2906,2,24,151,0,2465,4098,1,6098,1613,75,215,330,247
France,Données temps réel,01/12/2019,01:15,56357,57900,56650,177,53,6760,41069,4903,0,7843,-1929,794,-3446,58,,,,,,2,24,151,0,2463,4296,1,6080,1687,76,218,329,247
France,Données temps réel,01/12/2019,01:30,55900,57900,56800,175,51,6697,40658,5020,0,7604,-1935,792,-3289,58,-2000,335,-1873,-2585,3106,0,24,151,-2,2465,4233,1,6002,1527,75,215,330,247
France,Données temps réel,01/12/2019,01:45,55741,57650,56000,176,52,6774,41192,4973,0,7726,-2975,796,-3103,59,,,,,,1,24,151,-2,2465,4310,1,6011,1640,75,219,330,247
France,Données temps réel,01/12/2019,02:00,55187,57400,55200,177,52,6680,41096,4867,0,7699,-3123,790,-3182,59,-2000,700,-1873,-2633,2614,2,24,151,-2,2466,4215,1,6024,1598,77,214,329,247
France,Données temps réel,01/12/2019,02:15,54932,56700,54600,176,52,6667,41248,4602,0,7702,-3132,794,-3309,59,,,,,,1,24,151,0,2326,4340,1,5965,1662,75,217,330,247
France,Données temps réel,01/12/2019,02:30,53989,56000,54000,175,51,6534,40919,4471,0,7387,-3133,796,-3344,59,-2000,700,-1873,-2633,2613,0,24,151,-1,2321,4213,1,5964,1347,76,219,330,247
France,Données temps réel,01/12/2019,02:45,53144,54950,53100,176,51,6154,40688,4457,0,7331,-3129,793,-3511,56,,,,,,1,24,151,0,2322,3831,1,5949,1307,75,218,328,247
France,Données temps réel,01/12/2019,03:00,52107,53900,52200,173,52,5815,40795,4502,0,7349,-3121,794,-4384,54,-1951,165,-1873,-2652,1170,-2,24,151,-2,2328,3488,1,5958,1316,75,218,329,247
France,Données temps réel,01/12/2019,03:15,51786,53150,51600,173,52,5962,40972,4514,0,7424,-3131,796,-5103,55,,,,,,-2,24,151,-1,2326,3636,1,5979,1370,75,219,330,247
France,Données temps réel,01/12/2019,03:30,51041,52400,51000,173,52,5855,40787,4486,0,7402,-3358,795,-5281,54,-1951,165,-1873,-2652,1173,-2,24,151,0,2325,3529,1,5969,1358,75,220,328,247
France,Données temps réel,01/12/2019,03:45,50424,51950,50550,173,52,5642,40693,4491,0,7477,-3593,795,-5434,53,,,,,,-2,24,151,-1,2321,3321,1,5983,1418,76,219,329,247
France,Données temps réel,01/12/2019,04:00,50141,51500,50100,173,51,5653,40726,4447,0,7434,-3587,794,-5680,53,-1951,132,-1873,-2626,-180,-2,24,151,-2,2325,3329,1,5972,1386,76,219,328,247
France,Données temps réel,01/12/2019,04:15,50159,51200,49850,173,52,5766,41162,4433,0,7408,-3576,795,-6185,54,,,,,,-2,24,151,-1,2327,3439,1,5914,1420,74,219,329,247
France,Données temps réel,01/12/2019,04:30,49644,50900,49600,175,52,5732,41226,4334,0,7446,-3570,794,-6676,54,-1951,132,-1873,-2626,-440,0,24,151,-1,2281,3451,1,5915,1455,76,218,329,247
France,Données temps réel,01/12/2019,04:45,49524,50750,49500,174,52,5778,41095,4224,0,7397,-3571,796,-6555,54,,,,,,-1,24,151,-2,2325,3454,1,5913,1409,75,219,330,247
France,Données temps réel,01/12/2019,05:00,49909,50600,49400,173,52,5773,41088,4042,0,7398,-3404,794,-6136,54,-1901,-495,-1873,-2812,1484,-2,24,151,-1,2325,3448,1,5904,1419,75,218,329,247
France,Données temps réel,01/12/2019,05:15,50265,50950,49900,175,52,5727,40982,4001,0,7347,-3409,792,-5530,54,,,,,,0,24,151,0,2322,3404,1,5876,1396,75,216,329,247
France,Données temps réel,01/12/2019,05:30,50321,51300,50400,173,52,5765,41044,3880,0,7513,-3405,796,-5623,54,-1901,-495,-1873,-2812,1584,-2,24,151,-1,2326,3439,1,5887,1550,76,219,330,247
France,Données temps réel,01/12/2019,05:45,50384,51550,50500,173,52,5692,40965,3849,0,7532,-3408,795,-5399,54,,,,,,-2,24,151,-2,2319,3374,1,5866,1575,91,219,329,247
France,Données temps réel,01/12/2019,06:00,50510,51800,50600,173,52,5687,40902,3779,0,7515,-3408,795,-5113,54,-1901,-415,-1873,-2816,2297,-2,24,151,-1,2326,3361,1,5827,1598,90,219,329,247
France,Données temps réel,01/12/2019,06:15,51318,52200,51150,172,52,5810,41242,3630,0,7430,-3408,792,-4533,54,,,,,,-2,23,151,-1,2329,3481,1,5781,1553,96,217,328,247
France,Données temps réel,01/12/2019,06:30,51391,52600,51700,172,52,5772,41288,3682,0,7315,-3239,794,-4579,54,-1901,-415,-1873,-2816,2241,-2,23,151,-1,2327,3445,1,5742,1477,96,218,329,247
France,Données temps réel,01/12/2019,06:45,51665,53000,51900,172,52,5848,41253,3662,0,7103,-2772,795,-4580,54,,,,,,-2,23,151,-1,2325,3523,1,5722,1306,75,218,330,247
France,Données temps réel,01/12/2019,07:00,52074,53400,52100,172,52,5881,41200,3554,0,7113,-2617,795,-4204,55,-1951,137,-2331,-2804,3297,-2,23,151,-1,2329,3552,1,5711,1324,78,219,329,247
France,Données temps réel,01/12/2019,07:15,52661,53900,52650,172,52,6389,40960,3408,0,7168,-2614,795,-3802,58,,,,,,-2,23,151,-1,2503,3886,1,5776,1317,75,219,329,247
France,Données temps réel,01/12/2019,07:30,53195,54400,53200,172,52,6532,41162,3417,0,7288,-2612,796,-3746,59,-1951,137,-2331,-2804,2965,-2,23,151,0,2504,4027,1,5789,1419,80,219,330,247
France,Données temps réel,01/12/2019,07:45,53314,54950,53500,172,52,6581,41195,3320,0,7483,-2612,795,-3804,59,,,,,,-2,23,151,0,2511,4069,1,5850,1555,78,219,329,247
France,Données temps réel,01/12/2019,08:00,53765,55500,53800,172,52,6613,41232,3287,130,7532,-2611,794,-3436,59,-2000,163,-2405,-2814,4268,-2,23,151,-1,2503,4110,1,5830,1627,75,218,329,247
France,Données temps réel,01/12/2019,08:15,54272,55650,54200,172,52,6537,41042,3408,149,7469,-2608,793,-2742,59,,,,,,-2,23,151,-1,2509,4028,1,5825,1566,78,218,328,247
France,Données temps réel,01/12/2019,08:30,54609,55800,54600,172,52,6603,41091,3420,174,7758,-2272,785,-3174,58,-2000,163,-2405,-2814,3768,-2,23,151,0,2510,4092,1,5844,1836,78,219,319,247
France,Données temps réel,01/12/2019,08:45,55549,56550,55500,172,52,6724,41517,3371,203,8024,-2103,784,-3195,58,,,,,,-2,23,151,0,2512,4211,1,5905,2041,78,217,320,247
France,Données temps réel,01/12/2019,09:00,56391,57300,56400,172,52,6866,41831,3211,246,8259,-2098,785,-2933,59,-2000,566,-2427,-2816,4391,-2,23,151,-2,2508,4359,1,5920,2261,78,218,320,247
France,Données temps réel,01/12/2019,09:15,57311,58050,57250,173,52,6722,41570,3147,359,8195,-2011,784,-1680,58,,,,,,-2,24,151,-1,2508,4214,1,5910,2207,78,218,319,247
France,Données temps réel,01/12/2019,09:30,58195,58800,58100,173,52,6893,41770,3114,500,8060,-1365,786,-1788,58,-2000,566,-2427,-2816,4039,-2,24,151,0,2509,4383,1,5914,2067,79,219,320,247
France,Données temps réel,01/12/2019,09:45,58977,59400,59050,173,52,6847,41700,3028,696,8137,-59,784,-2381,57,,,,,,-2,24,151,-1,2507,4340,1,5954,2106,77,217,320,247
France,Données temps réel,01/12/2019,10:00,59875,60000,60000,173,48,6892,41631,2913,836,8684,-77,786,-2011,57,-2000,-532,-2427,-2635,5193,-2,24,151,0,2503,4388,1,6007,2318,359,219,320,247
France,Données temps réel,01/12/2019,10:15,60211,60500,60550,173,48,7045,41633,2899,977,9244,-98,783,-2493,57,,,,,,-2,24,151,-1,2507,4538,1,6055,2336,853,217,319,247
France,Données temps réel,01/12/2019,10:30,60910,61000,61100,173,49,7364,41780,2828,1083,9339,-96,781,-2391,58,-2000,-532,-2427,-2635,4674,-2,24,151,0,2506,4857,1,6021,2418,900,215,319,247
France,Données temps réel,01/12/2019,10:45,61033,61150,61500,173,48,7453,41767,2836,1111,9829,-96,783,-2871,58,,,,,,-2,24,151,-1,2505,4948,1,6026,2428,1375,217,319,247
France,Données temps réel,01/12/2019,11:00,61860,61300,61900,173,48,7437,41769,2869,1322,9937,-96,784,-2383,58,-2000,-958,-2054,-1581,5198,-2,24,151,0,2505,4931,1,6023,2575,1339,218,319,247
France,Données temps réel,01/12/2019,11:15,62279,61550,62250,173,48,7393,41769,2887,1298,9822,-97,781,-1795,58,,,,,,-2,24,151,-1,2495,4898,1,6038,2488,1296,217,317,247
France,Données temps réel,01/12/2019,11:30,62594,61800,62600,173,48,7404,41875,2947,1301,9843,-96,783,-1684,58,-2000,-958,-2054,-1581,4773,-2,24,151,-1,2504,4900,1,6084,2656,1103,217,319,247
France,Données temps réel,01/12/2019,11:45,62855,62650,63600,173,48,7434,41901,2981,1293,10390,-95,783,-2053,57,,,,,,-2,24,151,0,2504,4929,1,6250,2939,1201,218,318,247
France,Données temps réel,01/12/2019,12:00,63859,63500,64600,173,48,7512,41909,2996,1356,10570,-93,784,-1396,58,-2000,-595,-1137,-1846,5118,-2,24,151,0,2503,5008,1,6252,2984,1334,219,318,247
France,Données temps réel,01/12/2019,12:15,64369,63350,64450,172,48,7428,41885,2964,1392,10470,-44,785,-731,57,,,,,,-3,24,151,-1,2490,4938,1,6345,2960,1165,220,318,247
France,Données temps réel,01/12/2019,12:30,64958,63200,64300,173,48,7418,41857,2927,1474,10699,-45,786,-379,57,-2000,-595,-1137,-1846,5276,-2,24,151,0,2493,4924,1,6331,3203,1165,221,318,247
France,Données temps réel,01/12/2019,12:45,65866,64100,65150,172,48,7530,41935,2943,1473,11465,-44,783,-439,57,,,,,,-3,24,151,-1,2493,5037,1,6374,3719,1372,218,318,247
France,Données temps réel,01/12/2019,13:00,64858,65000,66000,172,49,7401,41815,2932,1505,10863,-45,784,-618,57,-2000,-917,-963,-2626,5546,-3,24,151,0,2490,4910,1,6364,3359,1140,218,319,247
France,Données temps réel,01/12/2019,13:15,63972,63450,64500,172,48,7473,41852,2982,1617,9865,-44,783,-776,58,,,,,,-3,24,151,-1,2494,4979,1,6237,3355,273,218,318,247
France,Données temps réel,01/12/2019,13:30,62998,61900,63000,173,48,7378,41774,3014,1648,9498,-44,783,-1274,58,-2000,-917,-963,-2626,5623,-2,24,151,-1,2490,4888,1,6265,3079,154,217,319,247
France,Données temps réel,01/12/2019,13:45,62074,60950,62150,173,48,7217,41731,3023,1470,9129,-44,778,-1451,57,,,,,,-2,24,151,-1,2489,4728,1,6276,2704,149,213,318,247
France,Données temps réel,01/12/2019,14:00,61351,60000,61300,173,48,7206,41717,2923,1416,8898,-44,781,-1767,58,-2000,-286,-2405,-2814,5272,-2,24,151,-1,2491,4715,1,6311,2452,135,215,319,247
France,Données temps réel,01/12/2019,14:15,60727,59900,61150,173,48,7302,41802,2876,1408,9140,-439,786,-2369,58,,,,,,-2,24,151,0,2490,4811,1,6312,2494,334,220,319,247
France,Données temps réel,01/12/2019,14:30,59928,59800,61000,173,48,7335,41826,2868,1391,8728,-604,785,-2622,59,-2000,-286,-2405,-2814,5121,-2,24,151,-1,2490,4845,1,6340,2126,262,219,319,247
France,Données temps réel,01/12/2019,14:45,59154,58750,59950,173,48,7284,41713,2917,1338,8618,-606,782,-3113,59,,,,,,-2,24,151,-1,2486,4798,1,6332,2033,253,216,319,247
France,Données temps réel,01/12/2019,15:00,58542,57700,58900,173,48,7227,41607,2926,1196,8556,-609,783,-3365,59,-2000,1065,-2986,-2816,3151,-2,24,151,0,2485,4741,1,6314,1999,243,217,319,247
France,Données temps réel,01/12/2019,15:15,58722,57350,58650,173,48,7380,41762,2963,1044,8739,-605,785,-3567,60,,,,,,-2,24,151,-1,2484,4896,1,6337,2326,76,220,318,247
France,Données temps réel,01/12/2019,15:30,58402,57000,58400,173,48,7367,41696,3025,913,8738,-607,781,-3732,60,-2000,1065,-2986,-2816,2667,-2,24,151,-1,2487,4880,1,6365,2274,99,216,318,247
France,Données temps réel,01/12/2019,15:45,57922,56800,58150,173,47,7392,41772,3072,770,8759,-605,784,-4242,60,,,,,,-2,24,151,-1,2490,4902,1,6338,2320,101,218,319,247
France,Données temps réel,01/12/2019,16:00,57621,56600,57900,173,47,7336,41801,3111,677,8648,-611,786,-4347,60,-2000,1524,-2894,-2745,1719,-2,24,151,-1,2488,4848,1,6322,2227,99,220,319,247
France,Données temps réel,01/12/2019,16:15,57724,56750,58000,173,47,7307,41780,3148,553,8718,-410,786,-4378,59,,,,,,-2,24,151,0,2489,4817,1,6383,2219,116,221,318,247
France,Données temps réel,01/12/2019,16:30,57878,56900,58100,173,47,7388,41875,3110,423,8852,-203,788,-4575,59,-2000,1524,-2894,-2745,1038,-2,24,151,-1,2483,4905,1,6363,2368,121,221,320,247
France,Données temps réel,01/12/2019,16:45,58251,57650,58750,173,46,7435,41806,3222,306,9902,-204,788,-5223,59,,,,,,-2,24,151,0,2494,4940,1,6460,2624,818,222,319,247
France,Données temps réel,01/12/2019,17:00,59238,58400,59400,173,45,7405,41653,3297,186,10072,-199,785,-4179,59,-2000,2274,-2856,-2765,3567,-2,24,151,0,2504,4900,1,6572,2713,787,220,318,247
France,Données temps réel,01/12/2019,17:15,60145,59800,60750,173,44,7156,41505,3390,158,9460,-190,787,-2338,58,,,,,,-2,24,151,0,2508,4647,1,6566,2360,534,220,320,247
France,Données temps réel,01/12/2019,17:30,61297,61200,62100,173,44,7262,41635,3583,138,9835,-35,789,-2127,58,-2000,2274,-2856,-2765,3142,-2,24,151,0,2502,4759,1,6577,2614,644,222,320,247
France,Données temps réel,01/12/2019,17:45,62578,62500,63100,173,44,7438,41792,3656,0,10762,-1,786,-2207,58,,,,,,-2,24,151,0,2505,4932,1,6632,2860,1270,221,318,247
France,Données temps réel,01/12/2019,18:00,63321,63800,64100,173,43,7454,41728,3906,0,10747,0,785,-1649,57,-2000,167,-2348,-1451,5050,-2,24,151,0,2506,4947,1,6629,2813,1305,219,319,247
France,Données temps réel,01/12/2019,18:15,64126,64550,64750,173,43,7401,41923,4030,0,10805,-1,787,-1169,57,,,,,,-2,24,151,-1,2512,4889,1,6639,2957,1209,220,320,247
France,Données temps réel,01/12/2019,18:30,64996,65300,65400,172,43,7402,42037,4150,0,11003,-1,784,-727,56,-2000,167,-2348,-1451,5249,-3,24,151,-1,2507,4895,1,6612,3154,1237,219,318,247
France,Données temps réel,01/12/2019,18:45,65701,66250,66050,172,43,7466,42050,4325,0,11325,-1,788,-601,56,,,,,,-3,24,151,-1,2514,4952,1,6592,3486,1247,222,319,247
France,Données temps réel,01/12/2019,19:00,66209,67200,66700,172,42,7464,42123,4395,0,11436,0,788,-343,56,-2000,-506,-2631,-1228,6946,-3,24,151,-2,2514,4951,1,6575,3542,1319,222,319,247
France,Données temps réel,01/12/2019,19:15,66671,67150,66700,172,40,7448,42136,4540,0,11441,0,782,-23,56,,,,,,-3,24,151,-2,2517,4932,1,6656,3307,1478,217,318,247
France,Données temps réel,01/12/2019,19:30,66402,67100,66700,172,41,7450,42124,4618,0,11207,0,785,-131,56,-2000,-506,-2631,-1228,7060,-3,24,151,-1,2519,4931,1,6667,3136,1404,219,319,247
France,Données temps réel,01/12/2019,19:45,65672,66500,66100,172,37,7254,42145,4609,0,10370,-1,783,168,56,,,,,,-3,24,151,0,2515,4738,1,6623,2647,1100,217,319,247
France,Données temps réel,01/12/2019,20:00,65199,65900,65500,172,36,7269,42162,4574,0,10378,0,785,-311,56,-2000,-1744,-2517,-1508,7136,-3,24,151,0,2517,4751,1,6605,2761,1012,219,319,247
France,Données temps réel,01/12/2019,20:15,64571,65050,64750,172,36,7376,42003,4656,0,10287,0,783,-875,56,,,,,,-3,24,151,-2,2513,4864,1,6550,2835,902,216,320,247
France,Données temps réel,01/12/2019,20:30,63698,64200,64000,173,36,7167,41868,4775,0,9844,0,788,-1085,56,-2000,-1744,-2517,-1508,7247,-2,24,151,-1,2517,4650,1,6566,2495,783,221,320,247
France,Données temps réel,01/12/2019,20:45,63443,63850,63350,172,35,7255,41938,4854,0,8974,-317,781,-387,57,,,,,,-3,24,151,0,2512,4742,1,6477,2035,462,216,318,247
France,Données temps réel,01/12/2019,21:00,62780,63500,62700,172,34,7318,42050,4622,0,9042,-317,787,-1060,57,-2000,-2127,-2423,-2686,7124,-3,24,151,0,2508,4809,1,6479,2093,470,221,319,247
France,Données temps réel,01/12/2019,21:15,62455,62700,61850,172,34,7396,42118,4624,0,9572,-318,787,-2066,57,,,,,,-3,24,151,0,2508,4887,1,6439,2603,530,221,319,247
France,Données temps réel,01/12/2019,21:30,61510,61900,61000,173,35,7257,41923,4616,0,9022,-481,784,-1953,57,-2000,-2127,-2423,-2686,7125,-2,24,151,-1,2511,4746,1,6300,2405,317,218,319,247
France,Données temps réel,01/12/2019,21:45,61181,61400,60350,172,34,7285,41978,4560,0,9005,-875,786,-1899,58,,,,,,-3,24,151,-1,2512,4773,1,6325,2362,318,221,318,247
France,Données temps réel,01/12/2019,22:00,60468,60900,59700,172,34,7205,41871,4368,0,8746,-576,784,-2265,58,-1328,-1634,-2423,-2017,6183,-3,24,151,-1,2512,4693,1,6326,2126,294,219,318,247
France,Données temps réel,01/12/2019,22:15,60660,61600,60300,172,33,7164,41718,4236,0,8594,-664,785,-1510,58,,,,,,-3,24,151,0,2513,4650,1,6302,2009,283,219,319,247
France,Données temps réel,01/12/2019,22:30,61588,62300,60900,171,35,7101,41698,4169,0,9377,-688,786,-1192,57,-1328,-1634,-2423,-2017,6259,-4,24,151,0,2508,4592,1,6340,2532,505,220,319,247
France,Données temps réel,01/12/2019,22:45,63898,63550,62200,172,32,7463,41920,4073,0,10951,-485,787,-1151,57,,,,,,-2,24,150,0,2511,4951,1,6407,3443,1101,221,319,247
France,Données temps réel,01/12/2019,23:00,63361,64800,63500,173,30,7367,41926,4048,0,10442,-491,784,-1055,57,-583,-89,-2416,-2089,5452,-2,24,151,0,2514,4852,1,6395,3135,912,219,318,247
France,Données temps réel,01/12/2019,23:15,63086,64700,63550,173,26,7233,41675,3989,0,9487,-490,786,73,57,,,,,,-2,24,151,0,2510,4722,1,6346,2661,480,220,319,247
France,Données temps réel,01/12/2019,23:30,62901,64600,63600,173,26,7179,41645,3964,0,9305,-485,784,173,57,-583,-89,-2416,-2089,5830,-2,24,151,0,2514,4664,1,6333,2526,446,219,318,247
France,Données temps réel,01/12/2019,23:45,63576,63300,62800,173,24,7387,41959,3922,0,8886,-888,783,1197,59,,,,,,-2,24,151,-1,2543,4844,1,6377,2219,290,218,318,247
France,Données temps réel,02/12/2019,00:00,62484,62000,62500,172,25,7373,41914,3944,0,8772,-891,784,259,59,-2000,265,-1504,-1571,4669,-2,24,150,-1,2542,4831,1,6265,2209,298,219,318,247
France,Données temps réel,02/12/2019,00:15,62430,61200,61700,171,25,7107,41995,3917,0,8882,-702,785,117,57,,,,,,-4,24,151,-1,2535,4572,1,6170,2409,303,219,319,247
France,Données temps réel,02/12/2019,00:30,60982,60400,60900,172,24,6999,41980,3804,0,8151,-1289,784,225,58,-2000,265,-1504,-1571,4669,-3,24,151,-1,2545,4454,1,6118,1957,76,219,318,247
France,Données temps réel,02/12/2019,00:45,59723,59400,60050,172,23,6888,41710,3822,0,8069,-1332,786,-550,58,,,,,,-2,24,150,0,2546,4341,1,6042,1761,266,221,318,247
France,Données temps réel,02/12/2019,01:00,59224,58400,59200,173,21,6714,41494,3861,0,7502,-1995,785,536,58,-2000,741,-1492,-1754,5714,-2,24,151,0,2546,4167,1,5918,1340,244,219,319,247
France,Données temps réel,02/12/2019,01:15,59258,58850,59400,173,21,6320,41768,3809,0,7308,-1998,784,939,55,,,,,,-2,24,151,0,2555,3764,1,5817,1234,257,219,318,247
France,Données temps réel,02/12/2019,01:30,58887,59300,59600,173,18,6252,41517,3791,0,7222,-2004,784,999,55,-2000,741,-1492,-1754,5815,-2,24,151,0,2554,3697,1,5765,1200,257,219,318,247
France,Données temps réel,02/12/2019,01:45,58999,59000,59450,173,17,6270,41567,3768,0,7151,-2005,782,1142,55,,,,,,-2,24,151,0,2556,3713,1,5764,1132,255,217,318,247
France,Données temps réel,02/12/2019,02:00,58550,58700,59300,173,16,6263,41555,3730,0,7155,-2004,784,748,55,-2000,548,-662,-2317,4403,-2,24,151,0,2553,3709,1,5805,1105,245,219,318,247
France,Données temps réel,02/12/2019,02:15,58676,57950,58550,172,14,6729,41986,3666,0,7352,-2003,782,-151,58,,,,,,-2,24,150,0,2572,4156,1,5827,1249,276,216,319,247
France,Données temps réel,02/12/2019,02:30,57844,57200,57800,173,15,6515,41672,3656,0,6968,-1998,785,-75,57,-2000,548,-662,-2317,4403,-2,24,151,0,2577,3937,1,5797,1095,76,219,319,247
France,Données temps réel,02/12/2019,02:45,56854,56550,57000,173,13,6237,41368,3635,0,6966,-2244,785,-215,56,,,,,,-2,24,151,-1,2579,3658,1,5809,1081,76,220,318,247
France,Données temps réel,02/12/2019,03:00,56191,55900,56200,172,42,6217,40827,3553,0,7045,-2246,787,-349,57,-1951,1140,-777,-2210,2338,-3,24,151,0,2574,3642,1,5829,1139,77,221,319,247
France,Données temps réel,02/12/2019,03:15,55843,55400,55800,173,69,6399,40956,3512,0,7332,-2237,784,-1287,58,,,,,,-2,24,151,-1,2592,3807,1,5775,1482,75,219,318,247
France,Données temps réel,02/12/2019,03:30,55357,54900,55400,173,135,6199,40658,3521,0,7161,-2229,788,-1188,58,-1951,1140,-777,-2210,2338,-2,24,151,-1,2550,3649,1,5769,1316,76,222,319,247
France,Données temps réel,02/12/2019,03:45,55167,54650,55150,173,176,6061,40641,3611,0,7044,-2403,782,-1057,58,,,,,,-2,24,151,-1,2552,3509,1,5710,1258,76,217,318,247
France,Données temps réel,02/12/2019,04:00,54908,54400,54900,172,180,6045,40615,3617,0,7065,-2405,785,-1310,58,-1901,1697,-1277,-2120,2606,-2,24,150,0,2549,3495,1,5712,1276,77,219,319,247
France,Données temps réel,02/12/2019,04:15,55056,54650,55000,176,147,6039,40507,3659,0,7027,-2401,785,-1024,58,,,,,,1,24,151,-1,2551,3488,1,5671,1281,75,219,319,247
France,Données temps réel,02/12/2019,04:30,55144,54900,55100,176,147,6041,40563,3652,0,6985,-2239,786,-1102,58,-1901,1697,-1277,-2120,2406,1,24,151,-2,2551,3491,1,5680,1228,77,221,318,247
France,Données temps réel,02/12/2019,04:45,55378,55550,55650,176,208,6041,40581,3731,0,7113,-2242,786,-1156,58,,,,,,1,24,151,0,2555,3485,1,5694,1324,95,220,319,247
France,Données temps réel,02/12/2019,05:00,56188,56200,56200,177,233,6032,40543,3681,0,7159,-2242,783,-319,59,-1901,2200,-2609,-1974,5187,2,24,151,-1,2553,3479,1,5695,1369,95,218,318,247
France,Données temps réel,02/12/2019,05:15,57924,57350,57500,176,260,6278,40559,3754,0,7161,-2226,785,1044,61,,,,,,1,24,151,0,2558,3719,1,5736,1330,95,218,320,247
France,Données temps réel,02/12/2019,05:30,58773,58500,58800,177,289,6481,40975,3813,0,7381,-1886,785,628,61,-1901,2200,-2609,-1974,4987,2,24,151,-1,2561,3920,1,5755,1521,105,218,320,247
France,Données temps réel,02/12/2019,05:45,59860,59800,59850,176,442,6685,40795,3768,0,7377,-682,784,372,64,,,,,,2,24,150,-1,2559,4126,1,5772,1464,141,218,319,247
France,Données temps réel,02/12/2019,06:00,60887,61100,60900,175,555,6687,40531,3792,0,7654,-686,782,1266,66,-741,1600,-2609,-1722,6302,0,24,151,0,2630,4056,1,5760,1761,133,217,318,247
France,Données temps réel,02/12/2019,06:15,63794,63150,63100,177,627,7309,40637,3776,0,8220,0,786,2127,69,,,,,,2,24,151,-1,2626,4683,1,5999,1932,289,219,320,247
France,Données temps réel,02/12/2019,06:30,65315,65200,65300,177,763,7793,40842,3835,0,8908,0,785,2081,73,-741,1600,-2609,-1722,6202,2,24,151,-2,2626,5168,1,6012,2522,374,218,320,247
France,Données temps réel,02/12/2019,06:45,67111,67000,67150,177,839,8004,40958,3862,0,10028,-1,784,2330,73,,,,,,2,24,151,0,2629,5374,1,6127,3040,861,218,319,247
France,Données temps réel,02/12/2019,07:00,68994,68800,69000,176,873,8057,40905,3877,0,10592,-1,786,3587,74,-657,1600,373,883,2796,1,24,151,-2,2679,5379,1,6104,3228,1260,220,319,247
France,Données temps réel,02/12/2019,07:15,70916,70450,70900,177,905,8233,40942,3955,0,11375,0,785,4406,74,,,,,,2,24,151,166,2682,5384,1,6229,3331,1815,219,319,247
France,Données temps réel,02/12/2019,07:30,72549,72100,72800,174,936,8298,41077,4096,0,12291,-1,783,4756,73,-657,1600,373,883,2796,0,24,150,160,2689,5448,1,6360,3532,2399,218,318,247
France,Données temps réel,02/12/2019,07:45,73561,72850,73550,230,972,8302,41226,4018,0,13121,0,781,4762,73,,,,,,55,24,151,159,2746,5396,1,6426,3873,2822,217,317,247
France,Données temps réel,02/12/2019,08:00,74201,73600,74300,640,1039,8408,41262,3971,156,13431,-1,785,4510,79,-152,1100,-900,1227,2553,466,24,150,160,2770,5477,1,6511,3929,2991,219,319,247
France,Données temps réel,02/12/2019,08:15,74129,73650,74350,648,1142,8507,41328,3823,169,13933,-1,785,3795,80,,,,,,473,24,151,163,2850,5493,1,6574,3909,3450,220,318,247
France,Données temps réel,02/12/2019,08:30,74158,73700,74400,728,599,8539,41422,3783,206,14433,-1,783,3666,73,-152,1100,-900,1227,2553,554,24,150,163,2849,5526,1,6584,4133,3716,217,319,247
France,Données temps réel,02/12/2019,08:45,74188,74050,74450,734,648,8588,41460,3749,271,14107,-6,780,3857,75,,,,,,559,24,151,165,2850,5572,1,6580,3792,3735,216,317,247
France,Données temps réel,02/12/2019,09:00,74436,74400,74500,733,705,8555,41511,3685,354,14121,-6,781,3997,75,-3,1100,-654,1205,2761,559,24,150,165,2849,5540,1,6563,3971,3587,217,317,247
France,Données temps réel,02/12/2019,09:15,74436,74600,74550,734,780,8405,41560,3617,555,13821,-6,781,4189,75,,,,,,559,24,151,165,2852,5387,1,6589,3964,3268,216,318,247
France,Données temps réel,02/12/2019,09:30,74549,74800,74600,733,843,8376,41647,3493,792,13630,-6,779,4262,76,-3,1100,-654,1205,2761,558,24,151,165,2858,5352,1,6601,3868,3161,215,317,247
