Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz
01/01/2020;00:00;65827;68000;65800;176;42;6632;48876;3485;0;8882;-71;807;-3116;49;1;6189;2447;246;211;348;248
01/01/2020;00:15;65887;67300;65300;187;42;6652;49090;3509;0;9354;-72;811;-3806;49;1;6244;2793;317;216;347;248
01/01/2020;00:30;64773;66600;64800;187;45;6554;49050;3445;0;9149;-67;813;-4521;49;1;6212;2785;152;217;348;248
01/01/2020;00:45;63464;65750;64000;203;46;6252;48731;3223;0;8854;-27;813;-4746;48;1;6043;2415;396;218;347;248
01/01/2020;01:00;63246;64900;63200;204;41;6134;48802;3081;0;8740;-28;812;-4659;47;1;6023;2346;371;216;348;248
01/01/2020;01:15;63532;65200;63500;203;45;5746;49531;2919;0;8845;-32;813;-4658;45;1;5943;2391;511;218;347;248
01/01/2020;01:30;63002;65500;63800;203;45;5526;49346;2807;0;8712;-32;814;-4537;44;1;5921;2317;474;218;348;248
01/01/2020;01:45;62987;65450;63550;204;44;5318;49570;2706;0;8816;-32;811;-4566;42;1;5898;2384;534;215;348;248
01/01/2020;02:00;62521;65400;63300;203;45;5247;49438;2594;0;8267;-33;809;-4167;42;1;5888;2266;113;215;346;248
01/01/2020;02:15;62647;64700;62450;204;45;4598;49763;2575;0;7966;-46;809;-3385;39;1;5849;1970;147;214;347;248
01/01/2020;02:30;61624;64000;61600;203;41;4217;49340;2647;0;7814;-45;810;-3518;37;1;5845;1846;123;216;346;248
01/01/2020;02:45;60823;63000;60650;203;45;3901;49555;2728;0;7453;-449;811;-3537;35;1;5743;1570;140;217;346;248
01/01/2020;03:00;59685;62000;59700;203;45;3224;49513;2718;0;7377;-661;812;-3660;31;1;5750;1510;117;217;347;248
01/01/2020;03:15;59184;61250;59000;200;45;2824;49876;2753;0;7132;-739;811;-3832;28;1;5651;1332;149;216;347;248
01/01/2020;03:30;58306;60500;58300;200;45;2813;49540;2710;0;6979;-944;813;-3963;29;1;5569;1266;144;217;348;248
01/01/2020;03:45;57689;59800;57700;200;45;2819;49434;2726;0;6901;-1309;813;-4055;29;1;5485;1273;143;218;347;248
01/01/2020;04:00;57117;59100;57100;200;45;2808;48858;2701;0;6672;-1308;812;-3785;29;1;5451;1219;2;216;348;248
01/01/2020;04:15;56665;58650;56650;200;42;2836;49667;2662;0;6341;-2526;813;-3486;30;1;5351;989;1;217;348;248
01/01/2020;04:30;56218;58200;56200;200;41;2829;49230;2622;0;6294;-2525;814;-3404;30;1;5363;929;2;218;348;248
01/01/2020;04:45;55793;57950;56100;200;41;2811;48963;2612;0;6315;-2683;811;-3387;30;1;5408;905;2;217;346;248
01/01/2020;05:00;55802;57700;56000;200;45;2825;49186;2590;0;6348;-2998;811;-3317;30;1;5386;962;0;215;348;248
01/01/2020;05:15;56069;57750;55900;200;45;2833;49513;2578;0;6326;-3409;813;-2946;30;1;5403;923;0;218;347;248
01/01/2020;05:30;55860;57800;55800;200;45;2837;49447;2539;0;6314;-3413;812;-3033;30;1;5368;946;0;217;347;248
01/01/2020;05:45;55833;57800;55650;200;45;2833;49533;2483;0;6288;-3397;814;-3075;30;1;5306;982;0;219;347;248
01/01/2020;06:00;55577;57800;55500;200;41;2830;49433;2459;0;6219;-3404;813;-3130;30;1;5272;947;0;217;348;248
01/01/2020;06:15;56289;57900;55850;200;44;2835;49497;2404;0;6277;-2972;814;-2924;30;1;5279;998;0;217;349;248
01/01/2020;06:30;56124;58000;56200;200;45;2845;49512;2338;0;6244;-2970;814;-3016;30;1;5245;999;0;216;350;248
01/01/2020;06:45;56095;57950;56150;200;40;2836;49529;2298;0;6173;-2955;812;-2950;30;1;5170;1003;0;216;348;248
01/01/2020;07:00;56087;57900;56100;200;44;2838;49483;2202;0;6127;-2955;814;-2779;30;1;5155;972;0;217;349;248
01/01/2020;07:15;56252;58000;56250;200;45;2991;49184;2198;0;6196;-3237;815;-2257;32;1;5165;1031;0;218;349;248
01/01/2020;07:30;56383;58100;56400;200;42;3009;49434;2195;0;6214;-3435;816;-2203;32;1;5201;1013;0;219;349;248
01/01/2020;07:45;56426;58100;56500;200;43;2995;49255;2183;0;6273;-3439;813;-2011;32;1;5291;982;0;216;349;248
01/01/2020;08:00;56503;58100;56600;200;42;2983;49015;2108;0;6240;-3438;814;-1576;32;1;5296;944;0;218;348;248
01/01/2020;08:15;56166;57950;56400;200;42;2984;48898;2017;141;6273;-3433;813;-1769;32;1;5348;925;0;217;348;248
01/01/2020;08:30;56190;57800;56200;200;39;2979;48837;1858;164;6289;-3429;814;-1561;32;1;5338;951;0;216;350;248
01/01/2020;08:45;56114;57850;56150;200;42;3131;48977;1842;206;6283;-3428;814;-1953;33;1;5345;938;0;217;349;248
01/01/2020;09:00;56057;57900;56100;200;42;3263;48759;1782;271;6273;-3432;815;-1916;34;1;5398;875;0;217;350;248
01/01/2020;09:15;56274;58450;56450;200;42;3245;48766;1755;436;6161;-3352;812;-1791;34;1;5423;738;0;216;348;248
01/01/2020;09:30;56756;59000;56800;200;43;3269;48978;1705;622;6250;-3356;815;-1770;34;1;5448;802;0;217;350;248
01/01/2020;09:45;57142;59500;57200;200;45;3467;48852;1620;842;6300;-3358;812;-1638;35;1;5471;829;0;216;348;248
01/01/2020;10:00;57643;60000;57600;200;42;3454;48727;1596;1057;6246;-3198;816;-1297;35;1;5442;804;0;218;350;248
01/01/2020;10:15;58149;60550;58050;204;42;3427;48691;1636;1261;6475;-3216;813;-1184;34;1;5446;1029;0;216;349;248
01/01/2020;10:30;58521;61100;58500;204;45;3447;48752;1636;1498;6515;-3214;813;-1175;34;1;5458;1057;0;216;349;248
01/01/2020;10:45;58802;61500;58900;204;45;3455;48749;1631;1635;6507;-3229;814;-1009;34;1;5437;1070;0;216;350;248
01/01/2020;11:00;59316;61900;59300;203;46;3476;48682;1623;1806;6487;-3252;816;-571;35;1;5445;1042;0;218;350;248
01/01/2020;11:15;59825;62200;59750;204;44;3562;48846;1629;1991;6509;-2840;817;-937;35;1;5382;1127;0;220;349;248
01/01/2020;11:30;60195;62500;60200;204;42;3555;48764;1589;2134;6496;-2853;816;-552;35;1;5381;1115;0;218;350;248
01/01/2020;11:45;60507;63200;61300;204;46;3546;48733;1524;2204;6419;-2504;810;-475;34;1;5344;1075;0;217;345;248
01/01/2020;12:00;61315;63900;62400;204;46;3582;48862;1476;2341;6445;-2513;810;62;34;1;5352;1093;0;217;345;248
01/01/2020;12:15;62444;64300;62300;204;45;3568;48947;1414;2390;6570;-1728;812;222;34;1;5357;1213;0;216;348;248
01/01/2020;12:30;62909;64700;62200;204;46;3582;49227;1388;2454;6624;-1725;814;295;34;1;5390;1234;0;218;348;248
01/01/2020;12:45;63890;65350;63150;204;45;3607;49435;1283;2467;7436;-1728;813;328;33;1;5418;2018;0;216;349;248
01/01/2020;13:00;63311;66000;64100;204;42;3618;49467;1223;2438;7507;-1724;812;-276;33;1;5476;2031;0;215;349;248
01/01/2020;13:15;62771;64800;63050;204;42;3604;49393;1167;2387;7567;-1668;811;-736;33;1;5464;2103;0;215;348;248
01/01/2020;13:30;61997;63600;62000;203;45;3542;48937;1087;2354;7390;-1673;815;-703;33;1;5444;1946;0;217;350;248
01/01/2020;13:45;61317;62800;61400;204;45;3565;49163;1043;2329;6736;-1838;809;-739;34;1;5412;1324;0;214;347;248
01/01/2020;14:00;60761;62000;60800;203;46;3607;48993;1008;2236;6744;-1682;811;-1205;34;1;5421;1322;1;215;348;248
01/01/2020;14:15;60158;61750;60500;204;45;3648;49380;999;2004;7040;-1360;811;-2613;34;1;5395;1644;1;215;348;248
01/01/2020;14:30;59464;61500;60200;204;45;3635;48898;1004;1898;6923;-1364;808;-2587;34;1;5375;1546;2;213;347;248
01/01/2020;14:45;58752;60550;59300;204;45;3779;48834;993;1679;6813;-1250;813;-3158;36;1;5401;1411;1;217;348;248
01/01/2020;15:00;58177;59600;58400;203;45;3903;48505;965;1484;6848;-1256;809;-3329;37;1;5391;1456;1;214;347;248
01/01/2020;15:15;58274;59300;58150;204;45;4212;49073;1005;1271;7168;-555;812;-4961;38;1;5417;1750;1;216;348;248
01/01/2020;15:30;57797;59000;57900;204;42;4288;49290;1009;1053;7271;-552;810;-5618;38;1;5449;1820;2;215;347;248
01/01/2020;15:45;57425;58750;57700;204;41;4345;49396;1024;795;7613;-392;812;-6413;38;1;5559;2053;1;217;347;248
01/01/2020;16:00;57589;58500;57500;203;42;4437;48816;1027;586;8422;-237;811;-6518;39;1;5650;2712;60;215;348;248
01/01/2020;16:15;57871;58550;57650;204;45;4914;49218;1026;429;9107;-8;813;-7877;41;1;5849;3129;129;217;348;248
01/01/2020;16:30;57805;58600;57800;204;45;5179;49143;1051;310;9367;-9;809;-8294;42;1;5885;3102;380;213;348;248
01/01/2020;16:45;57999;59050;58400;203;45;5358;49618;1065;210;9528;-8;810;-8830;43;1;5960;2910;658;214;348;248
01/01/2020;17:00;58742;59500;59000;203;45;5753;49626;1059;146;9547;-9;812;-8440;45;1;5979;2973;595;213;351;248
01/01/2020;17:15;59719;60800;60400;204;45;5953;49715;1061;141;9278;-9;810;-7479;47;1;6134;2736;408;213;349;248
01/01/2020;17:30;61027;62100;61800;204;45;6054;49770;1062;124;10292;-8;810;-7326;46;1;6165;3391;736;213;349;248
01/01/2020;17:45;62081;63100;62950;203;45;6161;49758;1124;125;11280;-8;808;-7415;46;1;6220;3806;1254;212;348;248
01/01/2020;18:00;62888;64100;64100;204;44;6358;49706;1153;126;11670;-8;805;-7170;47;1;6446;3838;1386;211;346;248
01/01/2020;18:15;63273;64650;64750;204;45;6686;49732;1165;0;11147;-10;807;-6627;49;1;6377;3520;1250;211;348;248
01/01/2020;18:30;64267;65200;65400;204;45;6858;50239;1208;0;11139;-8;809;-6347;50;1;6396;3502;1241;215;346;248
01/01/2020;18:45;64875;65550;65900;204;45;6933;50261;1245;0;11355;-9;806;-6082;50;1;6472;3452;1431;214;344;248
01/01/2020;19:00;65367;65900;66400;204;45;7071;50327;1243;0;11317;-8;797;-5745;51;1;6501;3381;1435;213;336;248
01/01/2020;19:15;65496;66100;66700;204;45;7202;50325;1259;0;11223;-8;806;-5684;51;1;6566;3295;1362;213;345;248
01/01/2020;19:30;65279;66300;67000;203;45;7289;50352;1317;0;11203;-9;807;-6040;52;1;6627;3322;1254;213;346;248
01/01/2020;19:45;64873;65900;66550;204;41;7157;50294;1300;0;10779;-9;806;-5813;51;1;6643;3125;1011;212;346;248
01/01/2020;20:00;64730;65500;66100;203;41;7158;50138;1309;0;10527;-8;809;-5566;52;1;6573;3014;940;214;347;248
01/01/2020;20:15;64215;64900;65450;204;42;7311;49976;1309;0;10730;-8;806;-6272;53;1;6559;3057;1114;213;345;248
01/01/2020;20:30;63429;64300;64800;204;45;7200;49897;1332;0;9886;-8;808;-6054;53;1;6525;2492;869;213;347;248
01/01/2020;20:45;63045;63750;64150;204;45;7167;49881;1367;0;9376;-8;807;-5912;53;1;6406;2132;838;213;346;248
01/01/2020;21:00;62587;63200;63500;204;41;6977;50069;1369;0;9697;-9;807;-6689;51;1;6437;2253;1007;213;346;248
01/01/2020;21:15;62174;62350;62600;203;45;7207;50320;1327;0;9727;-8;802;-7569;52;1;6325;2367;1035;208;346;248
01/01/2020;21:30;61483;61500;61700;204;41;6993;50115;1304;0;9080;-9;810;-7178;52;1;6112;2113;855;215;347;248
01/01/2020;21:45;61055;60950;61100;203;45;6777;50182;1301;0;8669;-9;806;-7039;51;1;6055;1843;771;215;343;248
01/01/2020;22:00;60933;60400;60500;204;41;6685;50041;1283;0;8496;-9;802;-6731;51;1;6048;1799;649;213;341;248
01/01/2020;22:15;61119;60900;60900;202;45;6673;49985;1273;0;8370;-12;802;-6336;51;1;5946;1783;641;211;343;248
01/01/2020;22:30;61841;61400;61300;204;45;6687;50038;1261;0;8534;-25;804;-5826;51;1;5997;1887;650;212;344;248
01/01/2020;22:45;64157;62700;62500;203;46;6862;50031;1227;0;9935;-30;804;-5041;51;1;6104;2381;1450;213;343;248
01/01/2020;23:00;63639;64000;63700;203;45;6778;49835;1226;0;9683;-32;805;-5022;51;1;6105;2269;1309;211;346;248
01/01/2020;23:15;63319;63650;63350;204;45;6446;49874;1224;0;7766;-61;802;-3104;50;1;5812;1842;112;211;343;248
01/01/2020;23:30;62808;63300;63000;204;45;5918;49719;1258;0;7659;-61;800;-2856;47;1;5790;1757;112;210;342;248
01/01/2020;23:45;63322;63250;63100;202;45;5916;49675;1270;0;7643;-221;804;-2128;47;1;5783;1750;110;213;343;248
02/01/2020;00:00;62516;63200;62500;204;45;5809;49473;1271;0;7494;-219;802;-2481;47;1;5728;1657;109;212;342;248
02/01/2020;00:15;62066;62350;61500;203;45;5836;49724;1268;0;7032;-220;801;-2741;47;1;5507;1416;109;212;341;248
02/01/2020;00:30;60482;61500;60500;203;45;5722;49718;1276;0;6305;-1078;800;-2622;48;1;5364;939;2;211;341;248
02/01/2020;00:45;59242;60500;59500;202;41;5441;49640;1373;0;5946;-1581;801;-2734;47;1;5270;675;1;215;338;248
02/01/2020;01:00;58692;59500;58500;202;45;5258;49342;1386;0;5911;-1741;803;-2633;46;1;5248;662;1;214;341;248
02/01/2020;01:15;58738;59800;58750;203;42;5357;49626;1412;0;5927;-2356;804;-2388;47;1;5171;754;2;213;343;248
02/01/2020;01:30;58219;60100;59000;204;45;5328;49561;1412;0;5906;-2357;803;-2797;47;1;5135;769;2;214;341;248
02/01/2020;01:45;58250;60050;58800;203;44;5275;49388;1427;0;5812;-2362;801;-2453;47;1;5119;691;2;213;340;248
02/01/2020;02:00;57721;60000;58600;203;45;5211;49263;1424;0;5862;-2363;802;-2836;46;1;5112;748;2;214;340;248
02/01/2020;02:15;58191;59350;57850;204;45;5417;49704;1441;0;5786;-2694;804;-2634;48;1;5050;736;0;214;342;248
02/01/2020;02:30;57103;58700;57100;204;41;5403;49325;1473;0;5794;-3392;805;-2663;48;1;5072;722;0;215;342;248
02/01/2020;02:45;56303;57950;56350;202;45;5150;49056;1498;0;5728;-3550;807;-2751;47;1;5037;691;0;215;344;248
02/01/2020;03:00;55590;57200;55600;203;45;5013;48685;1522;0;5839;-3545;803;-3086;46;1;5124;715;0;214;341;248
02/01/2020;03:15;55335;56800;55150;202;45;5005;49115;1572;0;5806;-3594;805;-3738;46;1;5095;711;0;214;343;248
02/01/2020;03:30;54696;56400;54700;200;45;4985;49063;1588;0;5849;-3756;804;-4194;46;1;5102;747;0;214;342;248
02/01/2020;03:45;54358;56150;54350;200;42;5007;49214;1599;0;5875;-3746;805;-4756;46;1;5138;737;0;214;343;248
02/01/2020;04:00;54070;55900;54000;200;42;4968;49042;1609;0;5854;-3751;807;-4812;46;1;5135;719;0;217;342;248
02/01/2020;04:15;54151;55800;53950;200;45;5009;49245;1651;0;5932;-3730;806;-5123;46;1;5175;757;0;216;342;248
02/01/2020;04:30;53925;55700;53900;200;42;5059;49250;1654;0;5948;-3728;811;-5424;46;1;5177;771;0;218;345;248
02/01/2020;04:45;54042;56050;54250;200;41;5000;49222;1676;0;5940;-3729;806;-5231;46;1;5183;757;0;216;342;248
02/01/2020;05:00;54595;56400;54600;200;46;5137;49045;1656;0;5947;-3730;806;-4628;47;1;5176;771;0;216;342;248
02/01/2020;05:15;55781;57050;55300;200;42;4976;49432;1704;0;6069;-3722;803;-3842;45;1;5211;858;0;214;341;248
02/01/2020;05:30;56046;57700;56000;200;45;4986;49499;1751;0;6204;-3725;802;-3832;45;1;5201;1003;0;214;340;248
02/01/2020;05:45;56619;58400;56650;200;44;5240;49695;1775;0;6325;-3710;802;-3867;47;1;5240;1085;0;211;343;248
02/01/2020;06:00;57313;59100;57300;200;45;5694;49645;1799;0;6485;-3714;804;-3758;49;1;5282;1203;0;213;343;248
02/01/2020;06:15;59053;60300;58450;200;41;6735;49631;1852;0;6898;-1756;805;-5469;54;1;5496;1400;2;212;345;248
02/01/2020;06:30;59599;61500;59600;204;46;6668;49636;1852;0;6866;-1118;799;-5470;53;1;5550;1315;1;211;340;248
02/01/2020;06:45;60473;62400;60450;204;44;6937;49952;1876;0;6976;-1069;802;-5365;54;1;5523;1451;2;213;341;248
02/01/2020;07:00;61342;63300;61300;203;45;7110;49920;1895;0;7150;-1070;801;-4823;55;1;5620;1528;2;211;342;248
02/01/2020;07:15;62318;64250;62350;202;42;7244;49712;1950;0;7353;-20;804;-5087;54;1;5825;1527;1;212;344;248
02/01/2020;07:30;63360;65200;63400;204;41;7446;49933;1983;0;7893;-20;805;-5041;55;1;5982;1909;2;213;344;248
02/01/2020;07:45;64109;66100;64350;204;45;7701;50161;1985;0;8243;-9;805;-5143;56;1;6075;1935;233;215;342;248
02/01/2020;08:00;65267;67000;65300;203;45;7815;50137;2003;0;8351;-8;806;-4199;56;1;6070;2011;270;215;343;248
02/01/2020;08:15;65629;67400;65850;204;41;7799;50202;2078;137;8175;-9;805;-3803;56;1;6016;1946;213;216;341;248
02/01/2020;08:30;66354;67800;66400;204;45;7811;50152;2120;159;8751;-8;804;-3684;56;1;5949;2190;612;215;341;248
02/01/2020;08:45;66690;68200;66750;204;45;7940;50243;2192;181;9128;-8;805;-4040;56;1;5944;2549;635;216;341;248
02/01/2020;09:00;67051;68600;67100;203;45;8007;50198;2264;209;9789;-8;805;-4461;56;1;6120;3053;616;215;342;248
02/01/2020;09:15;67920;69050;67750;204;42;8285;50229;2294;365;10630;-9;805;-4925;57;1;6164;3221;1245;215;342;248
02/01/2020;09:30;68446;69500;68400;203;42;8271;50187;2343;533;10652;-9;805;-4581;56;1;6162;3190;1300;216;341;248
02/01/2020;09:45;68865;69850;68700;203;45;8358;50199;2374;776;10819;-9;805;-4705;56;1;6337;3204;1278;215;342;248
02/01/2020;10:00;68998;70200;69000;204;45;8404;50261;2447;1010;10947;-9;804;-5115;56;1;6338;3328;1281;215;341;248
02/01/2020;10:15;69450;70400;69250;204;45;8444;50367;2493;1301;11306;-14;796;-5492;56;1;6430;3436;1440;208;340;248
02/01/2020;10:30;69521;70600;69500;203;45;8396;50373;2543;1524;11055;-27;800;-5391;56;1;6420;3325;1310;211;341;248
02/01/2020;10:45;69665;70700;69700;203;41;8389;50377;2536;1740;10998;-28;798;-5389;55;1;6408;3320;1270;208;342;248
02/01/2020;11:00;69931;70800;69900;203;42;8400;50360;2561;1945;11064;-30;804;-5418;55;1;6467;3337;1260;212;344;248
02/01/2020;11:15;70142;70900;70150;204;45;8358;50406;2642;1971;10954;-43;795;-5190;55;1;6438;3503;1013;204;343;248
02/01/2020;11:30;70363;71000;70400;204;45;8276;50407;2667;2088;10919;-67;801;-4977;55;1;6432;3526;961;212;341;248
02/01/2020;11:45;70442;71500;71000;204;42;8375;50447;2709;1983;11332;-71;806;-5385;55;1;6456;3773;1103;215;343;248
02/01/2020;12:00;71039;72000;71600;204;41;8338;50429;2625;2115;11567;-67;805;-5018;54;1;6517;3891;1159;215;342;248
02/01/2020;12:15;71414;71850;71400;203;41;8307;50439;2691;2228;11991;-67;796;-5215;54;1;6476;3962;1553;207;341;248
02/01/2020;12:30;71743;71700;71200;204;42;8291;50375;2784;2263;12351;-66;800;-5301;53;1;6484;4127;1740;212;340;248
02/01/2020;12:45;72363;72300;71950;203;46;8368;50426;2814;2343;12692;-66;805;-5268;54;1;6508;4081;2103;215;342;248
02/01/2020;13:00;71606;72900;72700;203;46;8281;50413;2886;2300;12376;-67;804;-5636;53;1;6485;3950;1941;215;341;248
02/01/2020;13:15;70973;71650;71350;204;46;8266;50425;2880;2240;12705;-67;804;-6530;53;1;6443;4255;2007;213;343;248
02/01/2020;13:30;70007;70400;70000;203;45;8267;50402;2873;2060;12195;-55;805;-6788;54;1;6441;3920;1834;216;341;248
02/01/2020;13:45;69595;69950;69550;204;46;8176;50393;2896;2010;11421;-15;798;-6334;54;1;6314;3706;1401;209;341;248
02/01/2020;14:00;69106;69500;69100;203;42;8203;50369;2982;1880;11264;-14;804;-6627;54;1;6287;3628;1349;216;340;248
02/01/2020;14:15;68917;69150;69100;204;43;8358;50391;3014;1833;11493;-14;804;-7209;55;1;6276;3979;1238;216;340;248
02/01/2020;14:30;68104;68800;69100;204;45;8223;50399;3038;1780;11132;-14;802;-7505;54;1;6245;3842;1045;213;341;248
02/01/2020;14:45;67221;68000;67900;204;44;8204;50368;3110;1541;10820;-14;805;-7861;54;1;6217;3644;959;214;343;248
02/01/2020;15:00;66749;67200;66700;203;45;7970;50370;3165;1370;10614;-14;806;-7780;53;1;6202;3529;883;215;343;248
02/01/2020;15:15;66458;66800;66250;203;45;8010;50427;3244;1246;11114;-14;806;-8623;53;1;6203;3944;967;216;342;248
02/01/2020;15:30;65847;66400;65800;204;45;7975;50424;3263;997;11138;-14;803;-8988;53;1;6299;3958;881;213;342;248
02/01/2020;15:45;65408;66050;65550;204;45;7939;50436;3356;775;11151;-14;803;-9287;53;1;6443;3965;743;213;342;248
02/01/2020;16:00;65532;65700;65300;204;45;7911;50420;3529;666;10881;-14;804;-8914;53;1;6407;3814;660;214;342;248
02/01/2020;16:15;65273;65750;65200;204;45;7887;50479;3642;528;10700;-8;807;-9011;53;1;6489;3607;604;214;345;248
02/01/2020;16:30;65155;65800;65100;203;45;7917;50507;3767;380;10419;-8;807;-8882;54;1;6520;3447;452;212;347;248
02/01/2020;16:45;65201;66300;65350;204;46;7914;50525;3938;257;10448;-9;808;-8930;53;1;6529;3480;439;214;346;248
02/01/2020;17:00;65553;66800;65600;204;45;7933;50559;4050;172;10847;-8;809;-9058;53;1;6575;3511;761;215;346;248
02/01/2020;17:15;66601;68150;66800;203;45;8161;50640;4245;141;11120;-8;808;-8754;54;1;6656;3562;902;215;345;248
02/01/2020;17:30;67994;69500;68000;203;41;8165;50646;4446;124;11840;-8;806;-8269;53;1;6661;3598;1581;216;342;248
02/01/2020;17:45;68735;70650;68550;204;41;8176;50676;4459;120;12568;-8;807;-8308;53;1;6982;3926;1660;217;342;248
02/01/2020;18:00;69181;71800;69100;204;45;8165;50716;4583;122;12753;-8;812;-8211;53;1;7063;4003;1687;218;346;248
02/01/2020;18:15;69630;72450;69600;204;41;8178;50696;4681;0;12408;-8;809;-7494;53;1;6996;3845;1567;217;344;248
02/01/2020;18:30;70108;73100;70100;204;45;8246;50701;4849;0;12252;-8;810;-7108;53;1;6900;3863;1489;218;344;248
02/01/2020;18:45;70528;73700;70550;204;45;8212;50693;4919;0;12309;-8;808;-6767;53;1;6904;3958;1447;216;344;248
02/01/2020;19:00;70772;74300;71000;204;45;8367;50706;5110;0;12406;-8;807;-6980;53;1;6854;4126;1426;216;343;248
02/01/2020;19:15;70634;73650;70500;204;45;8343;50696;5338;0;12380;-8;809;-7285;53;1;6686;4183;1511;218;343;248
02/01/2020;19:30;70306;73000;70000;203;45;8289;50693;5514;0;11940;-8;810;-7296;53;1;6700;4040;1200;218;344;248
02/01/2020;19:45;69474;72050;69150;203;45;8178;50713;5578;0;11185;-8;811;-7348;53;1;6696;3519;970;218;345;248
02/01/2020;20:00;68402;71100;68300;204;43;8147;50418;5743;0;11233;-8;808;-8300;53;1;6649;3663;921;218;342;248
02/01/2020;20:15;67620;69800;67150;204;41;8214;50458;5829;0;11154;-9;804;-9189;53;1;6404;3841;909;215;341;248
02/01/2020;20:30;66342;68500;66000;204;42;8041;50336;5961;0;9694;-9;807;-8851;53;1;6358;2895;441;216;343;248
02/01/2020;20:45;65531;67550;65150;203;45;7892;50315;6070;0;8890;-94;808;-8711;53;1;6251;2596;43;217;343;248
02/01/2020;21:00;64584;66600;64300;204;45;7608;50385;6132;0;8571;-94;809;-9189;52;1;6245;2285;41;218;343;248
02/01/2020;21:15;64108;65550;63400;204;45;7839;50284;6256;0;8247;-94;807;-9593;53;1;6100;2050;97;217;342;248
02/01/2020;21:30;62953;64500;62500;203;45;7473;50045;6234;0;7643;-416;807;-9194;52;1;5886;1677;80;218;341;248
02/01/2020;21:45;62551;63750;61850;203;41;6792;50123;6324;0;7351;-1013;809;-8190;49;1;5788;1461;102;219;342;248
02/01/2020;22:00;62101;63000;61200;203;45;6650;50097;6301;0;7201;-1013;807;-8309;49;1;5735;1375;91;218;341;248
02/01/2020;22:15;62386;63050;61400;203;43;6841;50269;6226;0;7000;-1014;806;-8099;50;1;5572;1296;132;217;341;248
02/01/2020;22:30;63195;63100;61600;204;45;6798;50278;6201;0;7013;-1014;810;-7258;50;1;5611;1295;107;220;342;248
02/01/2020;22:45;65413;64050;62650;203;45;6965;50293;6241;0;7588;-108;807;-6732;49;1;5657;1797;134;218;341;248
02/01/2020;23:00;64892;65000;63700;203;45;6689;50200;6248;0;7444;-110;805;-6747;48;1;5644;1697;103;216;341;248
02/01/2020;23:15;64600;65350;64200;203;45;6236;50233;6241;0;7314;-113;807;-6476;46;1;5534;1655;125;219;340;248
02/01/2020;23:30;64373;65700;64700;204;41;6128;50177;6271;0;7216;-119;806;-6463;45;1;5513;1612;91;217;341;248
02/01/2020;23:45;64830;65200;64350;203;45;6244;50279;6283;0;6891;-142;809;-5896;46;1;5499;1254;138;218;343;248
03/01/2020;00:00;63666;64700;63700;202;45;5737;49531;6366;0;6794;-137;806;-5789;44;1;5483;1251;60;217;341;248
03/01/2020;00:15;63139;63700;62650;203;46;4571;49671;6496;0;6515;-148;808;-5135;37;1;5377;1094;44;218;342;248
03/01/2020;00:30;61689;62700;61600;203;45;3793;49614;6595;0;6431;-1003;807;-4906;33;1;5340;1049;42;218;341;248
03/01/2020;00:45;59984;61450;60300;203;45;3681;49070;6699;0;6173;-1942;806;-4862;33;1;5267;864;42;218;340;248
03/01/2020;01:00;58990;60200;59000;200;42;3786;48600;6748;0;6221;-2419;811;-5106;34;1;5292;879;50;219;344;248
03/01/2020;01:15;59589;60300;59350;200;46;3969;48624;6790;0;5916;-2412;799;-4455;35;1;5168;747;1;219;332;248
03/01/2020;01:30;59018;60400;59700;200;45;3976;48645;6685;0;5934;-2408;797;-4966;35;1;5124;808;2;218;331;248
03/01/2020;01:45;59014;60150;59500;200;45;3890;48503;6796;0;5844;-2216;797;-4960;35;1;5025;817;2;216;333;248
03/01/2020;02:00;58452;59900;59300;200;45;3831;48152;6735;0;5718;-2325;799;-4815;35;1;4963;755;0;219;332;248
03/01/2020;02:15;58598;59150;58500;200;45;3814;48565;6841;0;5480;-2683;799;-4573;35;1;4856;624;0;218;333;248
03/01/2020;02:30;57697;58400;57700;200;45;3688;48021;6931;0;5464;-2842;799;-4724;34;1;4845;619;0;219;332;248
03/01/2020;02:45;56507;57450;56650;200;45;3644;47512;6910;0;5423;-3053;797;-5085;35;1;4834;589;0;217;332;248
03/01/2020;03:00;55592;56500;55600;200;41;3605;47334;6964;0;5448;-3205;799;-5707;34;1;4839;609;0;218;333;248
03/01/2020;03:15;55526;55900;55200;200;45;3766;47676;7076;0;5578;-3355;798;-6372;35;1;4835;743;0;218;332;248
03/01/2020;03:30;54845;55300;54800;202;45;3747;47240;7171;0;5450;-3418;798;-6496;35;1;4822;628;0;218;332;248
03/01/2020;03:45;54409;54850;54400;201;46;3748;47230;7268;0;5412;-3424;800;-6983;35;1;4804;608;0;221;331;248
03/01/2020;04:00;53959;54400;54000;200;47;3670;47027;7328;0;5401;-3418;799;-7205;35;1;4840;561;0;219;332;248
03/01/2020;04:15;53703;54200;53650;202;45;3738;47356;7434;0;5404;-3416;799;-7971;35;1;4861;543;0;220;331;248
